scenario_id,round,ue1_base_scale,ue2_base_scale,video_offered_mbps,video_delivered_mbps,video_delivery_ratio,video_gap_mbps,video_worst_delivery_ratio,video_imbalance_mbps,ue1_offered_mbps,ue2_offered_mbps,voice_delivery_ratio,voice_loss_percent,voice_jitter_ms,voice_rtt_p95_ms,label
load-u1-075-u2-055,1,0.75,0.55,13.286076877736177,13.286076877736177,1.0,0.0,1.0,2.5332631954427276,8.399999999999999,5.376406841146725,1.0,0.0,11.138369074829932,54.168271,EQUAL_100
load-u1-075-u2-055,2,0.75,0.55,13.286077342432794,13.286077342432794,1.0,0.0,1.0,2.5332636601393426,8.399999999999999,5.376406841146725,1.0,0.0,11.379397054054055,58.858867,EQUAL_100
load-u1-075-u2-055,3,0.75,0.55,13.285937654010281,13.285937654010281,1.0,0.0,1.0,2.5331239717168303,8.399999999999999,5.376406841146725,1.0,0.0,10.815605046979861,52.02382,EQUAL_100
load-u1-075-u2-075,1,0.75,0.75,15.241011700773209,15.241011700773209,1.0,0.0,1.0,0.5780839521912327,8.399999999999999,7.331463874290989,1.0,0.0,11.527229664429532,44.740798,MEDIUM_70
load-u1-075-u2-075,2,0.75,0.75,15.241035444084286,15.241035444084286,1.0,0.0,1.0,0.5781076955023082,8.399999999999999,7.331463874290989,1.0,0.0,11.281705892617445,45.010491,MEDIUM_70
load-u1-075-u2-075,3,0.75,0.75,15.241132710111893,15.241132710111893,1.0,0.0,1.0,0.5782049615299171,8.399999999999999,7.331463874290989,1.0,0.0,12.680647630136988,110.965155,MEDIUM_70
load-u1-075-u2-100,1,0.75,1.0,17.68486591039857,17.68486591039857,1.0,0.0,1.0,1.8657044210440628,8.399999999999999,9.775285165721318,1.0,0.0,11.549485657718122,92.973955,STRONG_40
load-u1-075-u2-100,2,0.75,1.0,17.68510350271503,17.68510350271503,1.0,0.0,1.0,1.8654668287276048,8.399999999999999,9.775285165721318,1.0,0.0,14.291656945945945,116.505893,STRONG_40
load-u1-075-u2-100,3,0.75,1.0,17.68494565678639,17.68494565678639,1.0,0.0,1.0,1.865624674656246,8.399999999999999,9.775285165721318,0.9933333333333333,0.6666666666666666,11.700252095890411,78.572766,STRONG_40
load-u1-100-u2-015,1,1.0,0.15,12.88,12.88,1.0,0.0,1.0,9.52,11.2,1.68,1.0,0.0,12.63675195302014,107.870968,MEDIUM_70
load-u1-100-u2-015,2,1.0,0.15,12.384965281203737,12.384965281203737,1.0,0.0,1.0,9.52,11.2,1.4662927748581975,1.0,0.0,12.36352712751677,74.730119,MEDIUM_70
load-u1-100-u2-015,3,1.0,0.15,12.384965281203737,12.384965281203737,1.0,0.0,1.0,9.52,11.2,1.4662927748581975,1.0,0.0,13.418357651006708,104.726925,MEDIUM_70
load-u1-100-u2-025,1,1.0,0.25,14.0,14.0,1.0,0.0,1.0,8.4,11.2,2.8,1.0,0.0,13.141709604026847,97.174209,STRONG_40
load-u1-100-u2-025,2,1.0,0.25,13.174942135339563,13.174942135339563,1.0,0.0,1.0,8.4,11.2,2.4438212914303294,1.0,0.0,12.051061865771814,73.087104,STRONG_40
load-u1-100-u2-025,3,1.0,0.25,13.174942135339563,13.174942135339563,1.0,0.0,1.0,8.4,11.2,2.4438212914303294,1.0,0.0,10.405955281879194,39.907007,STRONG_40
load-u1-100-u2-040,1,1.0,0.4,14.456312900369797,14.456312900369797,1.0,0.0,1.0,6.72,11.2,3.910114066288527,1.0,0.0,14.59348901342282,118.558752,STRONG_40
load-u1-100-u2-040,2,1.0,0.4,14.456286609862138,14.456286609862138,1.0,0.0,1.0,6.72,11.2,3.910114066288527,0.9733333333333334,2.6666666666666665,10.894195534722225,50.220968,STRONG_40
load-u1-100-u2-040,3,1.0,0.4,15.68,15.68,1.0,0.0,1.0,6.72,11.2,4.48,1.0,0.0,12.8396896375839,112.983192,STRONG_40
load-u1-100-u2-055,1,1.0,0.55,15.922589436894137,15.922589436894137,1.0,0.0,1.0,5.169775754600686,11.2,5.376406841146725,1.0,0.0,13.655896738255034,106.187879,STRONG_40
load-u1-100-u2-055,2,1.0,0.55,15.922522287344997,15.922522287344997,1.0,0.0,1.0,5.169708605051545,11.2,5.376406841146725,1.0,0.0,12.291823684563761,100.703734,STRONG_40
load-u1-100-u2-055,3,1.0,0.55,15.92276828967306,15.92276828967306,1.0,0.0,1.0,5.16995460737961,11.2,5.376406841146725,1.0,0.0,13.394707966216217,95.845546,STRONG_40
load-u1-100-u2-075,1,1.0,0.75,17.877546135875246,17.877546135875246,1.0,0.0,1.0,3.214618387293271,11.2,7.331463874290989,1.0,0.0,11.240302716216215,50.395743,STRONG_40
load-u1-100-u2-075,2,1.0,0.75,17.877590022468855,17.877590022468855,1.0,0.0,1.0,3.2146622738868773,11.2,7.331463874290989,1.0,0.0,12.738281167785228,95.086329,STRONG_40
load-u1-100-u2-075,3,1.0,0.75,17.877700669626023,17.877700669626023,1.0,0.0,1.0,3.214772921044045,11.2,7.331463874290989,1.0,0.0,11.589504684563753,75.949562,STRONG_40
load-u1-100-u2-100,1,1.0,1.0,20.321391537988788,20.321391537988788,1.0,0.0,1.0,0.7708212065461538,11.2,9.775285165721318,1.0,0.0,13.22032283221476,119.820804,STRONG_40
load-u1-100-u2-100,2,1.0,1.0,20.321460808500298,20.321460808500298,1.0,0.0,1.0,0.7708904770576619,11.2,9.775285165721318,1.0,0.0,13.084301496644299,98.568519,STRONG_40
load-u1-100-u2-100,3,1.0,1.0,20.321331580678464,20.321331580678464,1.0,0.0,1.0,0.7707612492358256,11.2,9.775285165721318,1.0,0.0,11.671384966442952,89.694509,STRONG_40
